ID ТУРУ,НАЗВА ТУРУ,ДЖЕРЕЛО,ТУРОПЕРАТОР,ОСНОВНИЙ НАПРЯМОК,ВСІ НАПРЯМКИ,ТИП ПОДОРОЖІ,ЦІНОВА КАТЕГОРІЯ,СЕРЕДНЯ ЦІНА,ДНІ,НІЧНІ ПЕРЕЇЗДИ,ЕКСКУРСІЇ,НОЧЕЙ В ГОТЕЛЯХ,СІЧЕНЬ,ЛЮТИЙ,БЕРЕЗЕНЬ,КВІТЕНЬ,ТРАВЕНЬ,ЧЕРВЕНЬ,ЛИПЕНЬ,СЕРПЕНЬ,ВЕРЕСЕНЬ,ЖОВТЕНЬ,ЛИСТОПАД,ГРУДЕНЬ,ВИЇЗДІВ НА РІК,АКТИВНИХ МІСЯЦІВ,ПІКОВІ МІСЯЦІ,ПІКОВИЙ МІСЯЦЬ,ТИП СЕЗОННОСТІ,СЕЗОННІСТЬ,БЕЗ НІЧНИХ ПЕРЕЇЗДІВ,КІЛЬКІСТЬ ЗУПИНОК ПО СИГНАТУРІ МАРШРУТУ,КІЛЬКІСТЬ КРАЇН У МАРШРУТІ,КІЛЬКІСТЬ МІСТ У МАРШРУТІ,КІЛЬКІСТЬ ІНШИХ ТОЧОК,УНІКАЛЬНІ ЗУПИНКИ,УНІКАЛЬНІ МІСТА,УНІКАЛЬНІ КРАЇНИ,СКЛАДНІСТЬ МАРШРУТУ,ЩІЛЬНІСТЬ МІСТ,ЩІЛЬНІСТЬ КРАЇН,ЧАСТКА ІНШИХ ТОЧОК
ACC-21,Французька для початківців  Париж+ Діснейленд,COMPETITOR,Accord tour,Франція,Франція,екскурсійний,Стандарт 150 - 300,240,6,2,4,3,0,0,0,2,7,4,5,6,4,7,4,5,44,9,"ТРАВЕНЬ, ЖОВТЕНЬ, СЕРПЕНЬ",ТРАВЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,11,4,9,0,1,1,1,"0,1","0,17","0,17",0
ACC-22,"Вікенд на трьох!  Краків, Відень, Будапешт",COMPETITOR,Accord tour,Польща,Польща,екскурсійний,Стандарт 150 - 300,168,3,0,2,2,0,0,0,3,12,14,16,18,9,11,9,13,105,9,"СЕРПЕНЬ, ЛИПЕНЬ, ЧЕРВЕНЬ",СЕРПЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,TRUE,4,3,4,0,1,1,1,"0,1","0,33","0,33",0
ACC-23,Секрети смаку: вся Швейцарія + Зальцбург та Відень!!!,COMPETITOR,Accord tour,Швейцарія,Швейцарія,екскурсійний,Люкс 300 - 400,369,7,0,5,6,0,0,0,3,8,12,12,14,9,13,9,11,91,9,"СЕРПЕНЬ, ЖОВТЕНЬ, ЧЕРВЕНЬ",СЕРПЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,TRUE,14,5,9,1,1,1,1,"0,1","0,14","0,14","0,07142857143"
ACC-24,"Альпійська симфонія   Цюрих, Женева, Берн + Монблан",COMPETITOR,Accord tour,Швейцарія,Швейцарія,екскурсійний,Люкс 300 - 400,"385,5",7,0,6,6,0,0,0,3,8,8,9,10,8,9,3,3,61,9,"СЕРПЕНЬ, ЛИПЕНЬ, ЖОВТЕНЬ",СЕРПЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,TRUE,13,5,10,1,1,1,1,"0,1","0,14","0,14","0,07692307692"
ACC-25,"В гостях у Швейцарії   Цюрих, Женева, Берн + Монблан",COMPETITOR,Accord tour,Швейцарія,Швейцарія,екскурсійний,Тяжкий Люкс 400 +,"432,5",8,0,8,7,0,0,0,1,2,1,1,1,1,,,,7,6,"ТРАВЕНЬ, КВІТЕНЬ, ЧЕРВЕНЬ",ТРАВЕНЬ,ПІВРІЧНИЙ,🌸 МІЖСЕЗОН,TRUE,13,4,9,1,1,1,1,"0,1","0,13","0,13","0,07692307692"
ACC-26,Празький вогник!,COMPETITOR,Accord tour,Чехія,Чехія,екскурсійний,Стандарт 150 - 300,266,5,0,2,4,0,0,0,3,12,10,12,16,,,,,53,5,"СЕРПЕНЬ, ТРАВЕНЬ, ЛИПЕНЬ",СЕРПЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,TRUE,8,3,5,0,1,1,1,"0,1","0,20","0,20",0
ACC-27,Вікенд в Краків!,COMPETITOR,Accord tour,Польща,Польща,екскурсійний,Економ 99 - 150,"139,5",3,0,1,2,0,0,0,3,13,14,16,14,9,13,9,13,104,9,"ЛИПЕНЬ, ЧЕРВЕНЬ, СЕРПЕНЬ",ЛИПЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,TRUE,5,1,2,0,1,1,1,"0,1","0,33","0,33",0
ACC-28,Барселона – Королева Півдня,COMPETITOR,Accord tour,Іспанія,Іспанія,екскурсійний,Люкс 300 - 400,374,8,2,7,5,0,0,0,2,11,13,14,15,9,14,9,11,98,9,"СЕРПЕНЬ, ЛИПЕНЬ, ЖОВТЕНЬ",СЕРПЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,13,6,7,1,1,1,1,"0,1","0,13","0,13","0,07692307692"
ACC-29,Сонячний поцілунок Барселони,COMPETITOR,Accord tour,Іспанія,Іспанія,екскурсійний,Люкс 300 - 400,342,8,2,4,5,0,0,0,2,11,13,14,15,9,12,9,11,96,9,"СЕРПЕНЬ, ЛИПЕНЬ, ЧЕРВЕНЬ",СЕРПЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,11,7,8,1,1,1,1,"0,1","0,13","0,13","0,09090909091"
ACC-30,"Шедеври Франції  Етрета, Мон Сан Мішель, Замки Луари",COMPETITOR,Accord tour,Франція,Франція,екскурсійний,Тяжкий Люкс 400 +,441,8,0,7,7,0,0,0,1,4,4,5,6,5,6,3,6,40,9,"СЕРПЕНЬ, ЖОВТЕНЬ, ГРУДЕНЬ",СЕРПЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,TRUE,14,3,8,1,1,1,1,"0,1","0,13","0,13","0,07142857143"
ACC-31,"Все, про що мрію, — це Париж! Je t'aime, mon cher Paris!",COMPETITOR,Accord tour,Франція,Франція,екскурсійний,Тяжкий Люкс 400 +,485,9,0,8,8,0,0,0,2,4,5,4,5,3,6,3,3,35,9,"ЖОВТЕНЬ, ЧЕРВЕНЬ, СЕРПЕНЬ",ЖОВТЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,TRUE,11,5,5,1,1,1,1,"0,1","0,11","0,11","0,09090909091"
ACC-32,Краківський Вояж!,COMPETITOR,Accord tour,Польща,Польща,екскурсійний,Економ 99 - 150,123,2,0,1,1,0,0,0,3,12,14,16,14,9,13,9,13,103,9,"ЛИПЕНЬ, ЧЕРВЕНЬ, СЕРПЕНЬ",ЛИПЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,TRUE,3,1,1,0,1,1,1,"0,1","0,50","0,50",0
ACC-33,Вікенд в Берліні!,COMPETITOR,Accord tour,Німеччина,Німеччина,екскурсійний,Економ 99 - 150,149,4,2,1,1,0,0,0,3,12,14,16,14,9,13,9,13,103,9,"ЛИПЕНЬ, ЧЕРВЕНЬ, СЕРПЕНЬ",ЛИПЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,4,2,2,1,1,1,1,"0,1","0,25","0,25","0,25"
ACC-34,Кастаньєти іспанського серця  3 дні в Барселоні,COMPETITOR,Accord tour,Іспанія,Іспанія,екскурсійний,Тяжкий Люкс 400 +,520,10,0,7,9,0,0,0,2,2,3,3,5,2,2,,,19,7,"СЕРПЕНЬ, ЧЕРВЕНЬ, ЛИПЕНЬ",СЕРПЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,TRUE,15,9,11,0,1,1,1,"0,1","0,10","0,10",0
ACC-35,"Закохані в Париж Діснейленд, Нормандія + Страсбург...",COMPETITOR,Accord tour,Франція,Франція,екскурсійний,Стандарт 150 - 300,"242,5",6,2,5,3,0,0,0,4,10,9,9,11,5,7,3,8,66,9,"СЕРПЕНЬ, ТРАВЕНЬ, ЧЕРВЕНЬ",СЕРПЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,8,4,6,1,1,1,1,"0,1","0,17","0,17","0,125"
ACC-36,Апельсиновий рай  відпочинок на морі Іспанії та Франції + Швейцарія!!!,COMPETITOR,Accord tour,Іспанія,Іспанія,екскурсійний,Тяжкий Люкс 400 +,459,9,2,7,6,0,0,0,2,7,8,8,7,8,8,,,48,7,"ЧЕРВЕНЬ, ЛИПЕНЬ, ВЕРЕСЕНЬ",ЧЕРВЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,15,6,8,1,1,1,1,"0,1","0,11","0,11","0,06666666667"
ACC-37,Пристрасть по-іспанськи! Відпочинок на морі!,COMPETITOR,Accord tour,Іспанія,Іспанія,екскурсійний,Тяжкий Люкс 400 +,581,10,0,7,9,0,0,0,2,7,8,8,7,8,8,,,48,7,"ЧЕРВЕНЬ, ЛИПЕНЬ, ВЕРЕСЕНЬ",ЧЕРВЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,TRUE,17,7,7,4,1,1,1,"0,1","0,10","0,10","0,2352941176"
ACC-38,"Романтичний Париж!   Страсбург, Кольмар, Нюрнберг",COMPETITOR,Accord tour,Франція,Франція,екскурсійний,Люкс 300 - 400,"382,5",7,0,6,6,0,0,0,4,8,12,12,14,9,13,9,12,93,9,"СЕРПЕНЬ, ЖОВТЕНЬ, ЧЕРВЕНЬ",СЕРПЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,TRUE,10,4,7,1,1,1,1,"0,1","0,14","0,14","0,1"
ACC-39,"Атмосфера свята  Франція та Швейцарія  Париж, Цюріх, Люцерн",COMPETITOR,Accord tour,Франція,Франція,екскурсійний,Люкс 300 - 400,"341,5",6,0,5,5,0,0,0,4,7,5,6,8,4,,,,34,6,"СЕРПЕНЬ, ТРАВЕНЬ, ЛИПЕНЬ",СЕРПЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,TRUE,9,5,6,0,1,1,1,"0,1","0,17","0,17",0
ACC-40,"Розкішна подорож  Франція та Швейцарія  Париж, Нормандія, Берн, Цюріх, Люцерн",COMPETITOR,Accord tour,Швейцарія,Швейцарія,екскурсійний,Люкс 300 - 400,389,7,0,6,6,0,0,0,1,8,12,12,14,9,13,9,11,89,9,"СЕРПЕНЬ, ЖОВТЕНЬ, ЧЕРВЕНЬ",СЕРПЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,TRUE,11,5,8,0,1,1,1,"0,1","0,14","0,14",0
ACC-41,Іспанська сієста... Відпочинок на морі!,COMPETITOR,Accord tour,Іспанія,Іспанія,морський,Тяжкий Люкс 400 +,556,11,2,6,8,0,0,0,2,7,8,8,7,8,8,,,48,7,"ЧЕРВЕНЬ, ЛИПЕНЬ, ВЕРЕСЕНЬ",ЧЕРВЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,16,6,7,4,1,1,1,"0,1","0,09","0,09","0,25"
ACC-42,"Любов і голуби… Париж, Франкфурт, Дрезден і Прага!!!",COMPETITOR,Accord tour,Франція,Франція,екскурсійний,Люкс 300 - 400,"332,5",6,0,4,5,0,0,0,3,9,14,13,14,9,14,9,14,99,9,"ЧЕРВЕНЬ, СЕРПЕНЬ, ЖОВТЕНЬ",ЧЕРВЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,TRUE,8,4,5,2,1,1,1,"0,1","0,17","0,17","0,25"
ACC-43,Французький настрій в Парижі та Діснейленді!,COMPETITOR,Accord tour,Франція,Франція,екскурсійний,Стандарт 150 - 300,263,6,2,5,3,0,0,0,3,9,13,12,14,9,13,9,12,94,9,"СЕРПЕНЬ, ЧЕРВЕНЬ, ЖОВТЕНЬ",СЕРПЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,9,4,8,0,1,1,1,"0,1","0,17","0,17",0
ACC-44,В Привабливому Парижі + Мюнхен та Діснейленд!!!,COMPETITOR,Accord tour,Франція,Франція,екскурсійний,Стандарт 150 - 300,265,6,2,4,3,0,0,0,3,9,13,12,14,9,13,9,13,95,9,"СЕРПЕНЬ, ЧЕРВЕНЬ, ЖОВТЕНЬ",СЕРПЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,5,4,5,0,1,1,1,"0,1","0,17","0,17",0
ACC-45,Казкова Прага + Дрезден,COMPETITOR,Accord tour,Чехія,Чехія,екскурсійний,Економ 99 - 150,"163,5",4,1,3,2,0,0,0,4,8,7,8,9,6,10,,,52,7,"ЖОВТЕНЬ, СЕРПЕНЬ, ТРАВЕНЬ",ЖОВТЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,2,2,2,0,1,1,1,"0,1","0,25","0,25",0
ACC-46,Маленька французька подорож Париж та Діснейленд,COMPETITOR,Accord tour,Франція,Франція,екскурсійний,Стандарт 150 - 300,"197,5",6,2,4,3,0,0,0,5,11,14,14,15,9,13,9,11,101,9,"СЕРПЕНЬ, ЧЕРВЕНЬ, ЛИПЕНЬ",СЕРПЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,11,5,9,0,1,1,1,"0,1","0,17","0,17",0
ACC-47,В повному шоколаді... або 2 дні в Швейцарії!,COMPETITOR,Accord tour,Швейцарія,Швейцарія,екскурсійний,Люкс 300 - 400,"310,5",6,0,5,5,0,0,0,3,10,15,15,14,11,15,9,14,106,9,"ЧЕРВЕНЬ, ЛИПЕНЬ, ЖОВТЕНЬ",ЧЕРВЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,TRUE,11,5,8,0,1,1,1,"0,1","0,17","0,17",0
ACC-48,В полоні Парижа  Діснейленд + Ельзас+ Швейцарія,COMPETITOR,Accord tour,Франція,Франція,екскурсійний,Стандарт 150 - 300,272,6,2,5,3,0,0,0,4,10,10,9,11,,,,,44,5,"СЕРПЕНЬ, ТРАВЕНЬ, ЧЕРВЕНЬ",СЕРПЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,9,4,7,1,1,1,1,"0,1","0,17","0,17","0,1111111111"
ACC-49,"Фантастична четвірка: Амстердам, Брюссель, Люксембург та Берлін!",COMPETITOR,Accord tour,Нідерланди,Нідерланди,екскурсійний,Люкс 300 - 400,342,6,0,4,5,0,0,0,3,9,13,12,14,9,13,9,13,95,9,"СЕРПЕНЬ, ЧЕРВЕНЬ, ЖОВТЕНЬ",СЕРПЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,TRUE,11,6,9,0,1,1,1,"0,1","0,17","0,17",0
ACC-50,Бельгія для гурманів або 2 дні в Брюсселі!,COMPETITOR,Accord tour,Бельгія,Бельгія,екскурсійний,Люкс 300 - 400,364,6,0,4,5,0,0,0,3,9,13,12,14,9,13,9,11,93,9,"СЕРПЕНЬ, ЧЕРВЕНЬ, ЖОВТЕНЬ",СЕРПЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,TRUE,12,3,9,0,1,1,1,"0,1","0,17","0,17",0
ACC-51,"Лайк там, де Амстердам!",COMPETITOR,Accord tour,Нідерланди,Нідерланди,екскурсійний,Стандарт 150 - 300,208,4,2,2,1,0,0,0,3,9,13,12,14,9,13,9,13,95,9,"СЕРПЕНЬ, ЧЕРВЕНЬ, ЖОВТЕНЬ",СЕРПЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,9,3,6,1,1,1,1,"0,1","0,25","0,25","0,1111111111"
ACC-52,"Вікенд в Швейцарію або Фондю для двох!  Берн, Цюріх, Люцерн, Інтерлакен, Гріндельвальд",COMPETITOR,Accord tour,Швейцарія,Швейцарія,екскурсійний,Стандарт 150 - 300,306,5,0,3,4,0,0,0,3,9,13,13,14,7,12,9,12,92,9,"СЕРПЕНЬ, ЧЕРВЕНЬ, ЛИПЕНЬ",СЕРПЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,TRUE,9,4,5,1,1,1,1,"0,1","0,20","0,20","0,1111111111"
ACC-53,"Зустрінемось в Амстердамі + парк ""Кекенхоф"" і парк розваг Ефтелінг!!!",COMPETITOR,Accord tour,Нідерланди,Нідерланди,екскурсійний,Люкс 300 - 400,359,6,0,4,5,0,0,0,3,9,13,12,12,9,13,9,13,93,9,"ЧЕРВЕНЬ, ЖОВТЕНЬ, ГРУДЕНЬ",ЧЕРВЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,TRUE,8,4,5,2,1,1,1,"0,1","0,17","0,17","0,25"
ACC-54,"Магія Парижа  Діснейленд, замок Нойшвайнштайн, долина Вахау",COMPETITOR,Accord tour,Франція,Франція,екскурсійний,Стандарт 150 - 300,350,6,2,5,3,0,0,0,4,7,5,6,8,4,,,,34,6,"СЕРПЕНЬ, ТРАВЕНЬ, ЛИПЕНЬ",СЕРПЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,10,4,7,0,1,1,1,"0,1","0,17","0,17",0
ACC-55,"Вихідні в Словаччині   Термали, гори і релакс...",COMPETITOR,Accord tour,Словаччина,"Словаччина, Польща",спа-тур,Стандарт 150 - 300,204,4,0,2,3,0,0,0,1,,,,,,,,,1,1,КВІТЕНЬ,КВІТЕНЬ,РІДКІСНИЙ,🌸 МІЖСЕЗОН,TRUE,8,1,1,0,1,1,1,"0,1","0,25","0,25",0
ACC-56,"Відпочинок на висоті Швейцарія, Баварія, Австрія  Острів Майнау, Замок Нойшвайнштайн, Світ Сваровскі...",COMPETITOR,Accord tour,Швейцарія,Швейцарія,екскурсійний,Люкс 300 - 400,"373,5",7,0,6,6,0,0,0,1,2,2,2,2,,,,,9,5,"ТРАВЕНЬ, ЧЕРВЕНЬ, ЛИПЕНЬ",ТРАВЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,TRUE,12,5,7,1,1,1,1,"0,1","0,14","0,14","0,08333333333"
ACC-57,"Мої найкращі друзі    Амстердам, Брюсель, Париж",COMPETITOR,Accord tour,Нідерланди,"Нідерланди, Франція",екскурсійний,Люкс 300 - 400,426,8,0,7,7,0,0,0,3,9,12,10,14,8,13,9,6,84,9,"СЕРПЕНЬ, ЖОВТЕНЬ, ЧЕРВЕНЬ",СЕРПЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,TRUE,12,6,8,0,1,1,1,"0,1","0,13","0,13",0
ACC-58,"Дефіле для романтиків: Прага, Мілан, Венеція",COMPETITOR,Accord tour,Італія,Італія,екскурсійний,Стандарт 150 - 300,"229,5",5,2,3,2,0,0,0,3,8,11,13,13,9,13,9,,79,8,"ЛИПЕНЬ, СЕРПЕНЬ, ЖОВТЕНЬ",ЛИПЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,7,4,6,0,1,1,1,"0,1","0,20","0,20",0
ACC-59,Знайомство з Казанова! Відень+Верона+Венеція,COMPETITOR,Accord tour,Італія,Італія,екскурсійний,Стандарт 150 - 300,"283,5",5,0,3,4,0,0,0,3,8,9,10,11,8,9,9,,67,8,"СЕРПЕНЬ, ЛИПЕНЬ, ЧЕРВЕНЬ",СЕРПЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,TRUE,8,4,6,1,1,1,1,"0,1","0,20","0,20","0,125"
ACC-60,"Коротке побачення в Італії: Верона, Мілан, Венеція",COMPETITOR,Accord tour,Італія,Італія,екскурсійний,Люкс 300 - 400,"342,5",6,0,4,5,0,0,0,3,8,9,10,11,8,13,9,,71,8,"ЖОВТЕНЬ, СЕРПЕНЬ, ЛИПЕНЬ",ЖОВТЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,TRUE,7,2,5,0,1,1,1,"0,1","0,17","0,17",0
ACC-61,Солодкий круасан - Париж,COMPETITOR,Accord tour,Франція,Франція,екскурсійний,Стандарт 150 - 300,"237,5",6,2,4,3,0,0,0,5,11,9,9,11,4,7,4,8,68,9,"ТРАВЕНЬ, СЕРПЕНЬ, ЧЕРВЕНЬ",ТРАВЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,8,4,5,3,1,1,1,"0,1","0,17","0,17","0,375"
ACC-62,"Happy days або 5 столиць!!! ...Берлін, Прага, Відень, Будапешт та Варшава...",COMPETITOR,Accord tour,Німеччина,Німеччина,екскурсійний,Стандарт 150 - 300,"235,5",5,1,3,3,0,0,0,4,12,14,10,12,14,12,7,11,96,9,"ЧЕРВЕНЬ, ВЕРЕСЕНЬ, ТРАВЕНЬ",ЧЕРВЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,5,5,5,0,1,1,1,"0,1","0,20","0,20",0
ACC-63,"Французький реверанс  Париж, Нормандія, Мон-Сен-Мішель, Аквітанія, Замки Луари, Ельзас",COMPETITOR,Accord tour,Франція,Франція,екскурсійний,Тяжкий Люкс 400 +,"627,5",10,0,10,9,0,0,0,1,2,1,2,3,1,1,,,11,7,"СЕРПЕНЬ, ТРАВЕНЬ, ЛИПЕНЬ",СЕРПЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,TRUE,17,3,8,0,1,1,1,"0,1","0,10","0,10",0
ACC-64,"Яскраві нотки Італії: 2 дні в Римі + Флоренція, Венеція",COMPETITOR,Accord tour,Італія,Італія,екскурсійний,Стандарт 150 - 300,"291,5",6,2,3,3,0,0,0,3,8,12,8,7,7,9,8,,62,8,"ЧЕРВЕНЬ, ЖОВТЕНЬ, ТРАВЕНЬ",ЧЕРВЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,6,3,5,0,1,1,1,"0,1","0,17","0,17",0
ACC-65,"Сто причин любити Італію, і перша - Рим! Флоренція + Венеція!",COMPETITOR,Accord tour,Італія,"Італія, Сан-Марино",екскурсійний,Тяжкий Люкс 400 +,"458,5",8,0,6,7,0,0,0,2,8,7,6,6,6,6,6,6,53,9,"ТРАВЕНЬ, ЧЕРВЕНЬ, ЛИПЕНЬ",ТРАВЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,TRUE,18,4,12,0,1,1,1,"0,1","0,13","0,13",0
ACC-66,"Моя Португалія  Лісабон, Порту, Сінтра, Мадрид, Барселона, Ніцца, Монако!",COMPETITOR,Accord tour,Португалія,Португалія,екскурсійний,Тяжкий Люкс 400 +,"545,5",11,3,6,7,0,0,0,1,5,4,5,4,3,5,3,4,34,9,"ТРАВЕНЬ, ЛИПЕНЬ, ЖОВТЕНЬ",ТРАВЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,19,7,9,1,1,1,1,"0,1","0,09","0,09","0,05263157895"
ACC-67,"Швейцарський вікенд + Баварія Цюріх, Люцерн + Мюнхен та Відень",COMPETITOR,Accord tour,Швейцарія,Швейцарія,екскурсійний,Стандарт 150 - 300,188,4,2,3,1,0,0,0,1,3,3,2,2,2,,,,13,6,"ТРАВЕНЬ, ЧЕРВЕНЬ, ЛИПЕНЬ",ТРАВЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,7,4,6,0,1,1,1,"0,1","0,25","0,25",0
ACC-68,Мій Італійський вікенд: Венеція+Верона,COMPETITOR,Accord tour,Італія,Італія,екскурсійний,Економ 99 - 150,158,4,2,1,1,0,0,0,2,8,11,9,9,8,11,8,,66,8,"ЧЕРВЕНЬ, ЖОВТЕНЬ, ЛИПЕНЬ",ЧЕРВЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,7,2,4,0,1,1,1,"0,1","0,25","0,25",0
ACC-69,Вікенд в Доломітах: озеро Блед+озеро Мольвено+Венеція,COMPETITOR,Accord tour,Італія,Італія,екскурсійний,Стандарт 150 - 300,221,5,0,2,4,0,0,0,3,6,6,6,7,7,8,6,,49,8,"ЖОВТЕНЬ, СЕРПЕНЬ, ВЕРЕСЕНЬ",ЖОВТЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,TRUE,9,3,4,1,1,1,1,"0,1","0,20","0,20","0,1111111111"
ACC-70,Заряд бадьорості: Доломітові Альпи+Адріатичне море Італії,COMPETITOR,Accord tour,Італія,Італія,екскурсійний,Стандарт 150 - 300,"313,5",6,0,3,5,0,0,0,3,6,5,6,8,5,7,6,,46,8,"СЕРПЕНЬ, ЖОВТЕНЬ, ТРАВЕНЬ",СЕРПЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,TRUE,11,2,4,1,1,1,1,"0,1","0,17","0,17","0,09090909091"
ACC-71,Знайомтесь - Німеччина: Берлін + Потсдам + Дрезден + Саксонська Швейцарія,COMPETITOR,Accord tour,Німеччина,Німеччина,екскурсійний,Стандарт 150 - 300,"211,5",4,0,2,3,0,0,0,3,12,14,10,12,14,12,11,11,99,9,"ЧЕРВЕНЬ, ВЕРЕСЕНЬ, ТРАВЕНЬ",ЧЕРВЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,TRUE,6,2,4,0,1,1,1,"0,1","0,25","0,25",0
ACC-72,"Кращі коліжанки Чеського королівства + SPA релакс  Прага, Дрезден, Карлові Вари",COMPETITOR,Accord tour,Чехія,Чехія,спа-тур,Стандарт 150 - 300,"233,5",5,0,3,4,0,0,0,2,5,3,5,5,3,5,1,5,34,9,"ТРАВЕНЬ, ЛИПЕНЬ, СЕРПЕНЬ",ТРАВЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,TRUE,7,3,7,0,1,1,1,"0,1","0,20","0,20",0
ACC-73,"Вихідні в Італії  Флоренція, Рим, Венеція",COMPETITOR,Accord tour,Італія,Італія,екскурсійний,Стандарт 150 - 300,248,5,2,4,2,0,0,0,2,7,11,6,6,5,8,7,,52,8,"ЧЕРВЕНЬ, ЖОВТЕНЬ, ТРАВЕНЬ",ЧЕРВЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,6,3,5,0,1,1,1,"0,1","0,20","0,20",0
ACC-74,Особливий вікенд: Любляна + Венеція,COMPETITOR,Accord tour,Італія,Італія,екскурсійний,Стандарт 150 - 300,"230,5",4,0,3,3,0,0,0,2,8,11,9,9,8,11,9,,67,8,"ЧЕРВЕНЬ, ЖОВТЕНЬ, ЛИПЕНЬ",ЧЕРВЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,TRUE,7,3,4,0,1,1,1,"0,1","0,25","0,25",0
ACC-75,"Соковитий вікенд: Верона, Рим, Венеція!",COMPETITOR,Accord tour,Італія,Італія,екскурсійний,Стандарт 150 - 300,252,5,2,3,2,0,0,0,2,7,11,6,6,5,8,7,,52,8,"ЧЕРВЕНЬ, ЖОВТЕНЬ, ТРАВЕНЬ",ЧЕРВЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,5,3,4,0,1,1,1,"0,1","0,20","0,20",0
ACC-76,Під прапором Греції... Салоніки + Метеори + Афіни + Дельфи,COMPETITOR,Accord tour,Греція,Греція,екскурсійний,Тяжкий Люкс 400 +,481,8,0,3,7,0,0,0,,1,3,5,3,4,2,2,,20,7,"ЛИПЕНЬ, ВЕРЕСЕНЬ, ЧЕРВЕНЬ",ЛИПЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,TRUE,16,2,4,1,1,1,1,"0,1","0,13","0,13","0,0625"
